Year,Country / territory of asylum/residence,Origin,Population type,Value
2015,South Africa,Benin,Refugees (incl. refugee-like situations),1
2015,South Africa,Benin,Asylum-seekers,60
2015,South Africa,Bosnia and Herzegovina,Refugees (incl. refugee-like situations),1
2015,South Africa,Bosnia and Herzegovina,Asylum-seekers,1
2015,South Africa,Botswana,Asylum-seekers,24
2015,South Africa,Brazil,Refugees (incl. refugee-like situations),1
2015,South Africa,Bulgaria,Refugees (incl. refugee-like situations),5
2015,South Africa,Bulgaria,Asylum-seekers,4
2015,South Africa,Burkina Faso,Asylum-seekers,50
2015,South Africa,Burundi,Refugees (incl. refugee-like situations),3819
2015,South Africa,Burundi,Asylum-seekers,1841
2015,South Africa,Cambodia,Refugees (incl. refugee-like situations),1
2015,South Africa,Cameroon,Refugees (incl. refugee-like situations),540
2015,South Africa,Cameroon,Asylum-seekers,951
2015,South Africa,Central African Rep.,Refugees (incl. refugee-like situations),8
2015,South Africa,Central African Rep.,Asylum-seekers,8
2015,South Africa,Chad,Refugees (incl. refugee-like situations),5
2015,South Africa,Chad,Asylum-seekers,1
2015,South Africa,Chile,Asylum-seekers,2
2015,South Africa,China,Refugees (incl. refugee-like situations),6
2015,South Africa,China,Asylum-seekers,2050
2015,South Africa,"China, Macao SAR",Refugees (incl. refugee-like situations),4
2015,South Africa,"China, Macao SAR",Asylum-seekers,1
2015,South Africa,Colombia,Refugees (incl. refugee-like situations),1
2015,South Africa,Colombia,Asylum-seekers,2
2015,South Africa,Comoros,Refugees (incl. refugee-like situations),5
2015,South Africa,Comoros,Asylum-seekers,29
2015,South Africa,Congo,Refugees (incl. refugee-like situations),6566
2015,South Africa,Congo,Asylum-seekers,1096
2015,South Africa,Cote d'Ivoire,Refugees (incl. refugee-like situations),48
2015,South Africa,Cote d'Ivoire,Asylum-seekers,141
2015,South Africa,Cuba,Asylum-seekers,1
2015,South Africa,Czech Rep.,Asylum-seekers,3
2015,South Africa,Dem. Rep. of the Congo,Refugees (incl. refugee-like situations),32582
2015,South Africa,Dem. Rep. of the Congo,Asylum-seekers,16295
2015,South Africa,Dem. Rep. of the Congo,Returned refugees,4
2015,South Africa,Djibouti,Refugees (incl. refugee-like situations),1
2015,South Africa,Egypt,Refugees (incl. refugee-like situations),5
2015,South Africa,Egypt,Asylum-seekers,700
2015,South Africa,El Salvador,Asylum-seekers,1
2015,South Africa,Eritrea,Refugees (incl. refugee-like situations),2338
2015,South Africa,Eritrea,Asylum-seekers,422
2015,South Africa,Estonia,Refugees (incl. refugee-like situations),6
2015,South Africa,Estonia,Asylum-seekers,8
2015,South Africa,Ethiopia,Refugees (incl. refugee-like situations),20324
2015,South Africa,Ethiopia,Asylum-seekers,19289
2015,South Africa,Ethiopia,Returned refugees,4
2015,South Africa,Fiji,Asylum-seekers,1
2015,South Africa,France,Refugees (incl. refugee-like situations),2
2015,South Africa,Gabon,Refugees (incl. refugee-like situations),2
2015,South Africa,Gabon,Asylum-seekers,21
2015,South Africa,Gambia,Asylum-seekers,17
2015,South Africa,Germany,Asylum-seekers,2
2015,South Africa,Ghana,Refugees (incl. refugee-like situations),16
2015,South Africa,Ghana,Asylum-seekers,3035
2015,South Africa,Guinea,Refugees (incl. refugee-like situations),1
2015,South Africa,Guinea,Asylum-seekers,38
2015,South Africa,Guinea-Bissau,Refugees (incl. refugee-like situations),1
2015,South Africa,Guinea-Bissau,Asylum-seekers,5
2015,South Africa,Haiti,Asylum-seekers,1
2015,South Africa,Hungary,Asylum-seekers,17
2015,South Africa,Iceland,Asylum-seekers,3
2015,South Africa,India,Refugees (incl. refugee-like situations),11
2015,South Africa,India,Asylum-seekers,5533
2015,South Africa,Indonesia,Asylum-seekers,1
2015,South Africa,Iran (Islamic Rep. of),Refugees (incl. refugee-like situations),3
2015,South Africa,Iran (Islamic Rep. of),Asylum-seekers,4
2015,South Africa,Iraq,Refugees (incl. refugee-like situations),26
2015,South Africa,Iraq,Asylum-seekers,16
2015,South Africa,Iraq,Returned refugees,9
2015,South Africa,Ireland,Refugees (incl. refugee-like situations),1
2015,South Africa,Ireland,Asylum-seekers,3
2015,South Africa,Israel,Asylum-seekers,2
2015,South Africa,Italy,Refugees (incl. refugee-like situations),1
2015,South Africa,Jamaica,Asylum-seekers,3
2015,South Africa,Japan,Refugees (incl. refugee-like situations),1
2015,South Africa,Jordan,Refugees (incl. refugee-like situations),2
2015,South Africa,Jordan,Asylum-seekers,12
2015,South Africa,Kenya,Refugees (incl. refugee-like situations),206
2015,South Africa,Kenya,Asylum-seekers,590
2015,South Africa,Kyrgyzstan,Refugees (incl. refugee-like situations),6
2015,South Africa,Kyrgyzstan,Asylum-seekers,1
2015,South Africa,Lebanon,Refugees (incl. refugee-like situations),3
2015,South Africa,Lebanon,Asylum-seekers,2
2015,South Africa,Lesotho,Refugees (incl. refugee-like situations),3
2015,South Africa,Lesotho,Asylum-seekers,1081
2015,South Africa,Liberia,Refugees (incl. refugee-like situations),86
2015,South Africa,Liberia,Asylum-seekers,47
2015,South Africa,Libya,Refugees (incl. refugee-like situations),1
2015,South Africa,Libya,Asylum-seekers,10
2015,South Africa,Madagascar,Asylum-seekers,7
2015,South Africa,Malawi,Refugees (incl. refugee-like situations),23
2015,South Africa,Malawi,Asylum-seekers,5350
2015,South Africa,Mali,Refugees (incl. refugee-like situations),6
2015,South Africa,Mali,Asylum-seekers,128
2015,South Africa,Mauritania,Asylum-seekers,1
2015,South Africa,Mauritius,Asylum-seekers,3
2015,South Africa,Morocco,Refugees (incl. refugee-like situations),6
2015,South Africa,Morocco,Asylum-seekers,16
2015,South Africa,Mozambique,Refugees (incl. refugee-like situations),3
2015,South Africa,Mozambique,Asylum-seekers,2125
2015,South Africa,Myanmar,Refugees (incl. refugee-like situations),3
2015,South Africa,Myanmar,Asylum-seekers,4
2015,South Africa,Namibia,Refugees (incl. refugee-like situations),4
2015,South Africa,Namibia,Asylum-seekers,3
2015,South Africa,Nepal,Asylum-seekers,140
2015,South Africa,Niger,Refugees (incl. refugee-like situations),5
2015,South Africa,Niger,Asylum-seekers,59
2015,South Africa,Nigeria,Refugees (incl. refugee-like situations),9
2015,South Africa,Nigeria,Asylum-seekers,10713
2015,South Africa,Norfolk Island,Refugees (incl. refugee-like situations),1
2015,South Africa,Oman,Refugees (incl. refugee-like situations),3
2015,South Africa,Pakistan,Refugees (incl. refugee-like situations),37
2015,South Africa,Pakistan,Asylum-seekers,8167
2015,South Africa,Palau,Asylum-seekers,1
2015,South Africa,Palestinian,Refugees (incl. refugee-like situations),45
2015,South Africa,Palestinian,Asylum-seekers,20
2015,South Africa,Philippines,Asylum-seekers,6
2015,South Africa,Poland,Refugees (incl. refugee-like situations),1
2015,South Africa,Portugal,Asylum-seekers,1
2015,South Africa,Rep. of Moldova,Asylum-seekers,1
2015,South Africa,Russian Federation,Refugees (incl. refugee-like situations),13
2015,South Africa,Russian Federation,Asylum-seekers,3
2015,South Africa,Rwanda,Refugees (incl. refugee-like situations),1881
2015,South Africa,Rwanda,Asylum-seekers,303
2015,South Africa,Rwanda,Returned refugees,1
2015,South Africa,Saint Kitts and Nevis,Refugees (incl. refugee-like situations),2
2015,South Africa,Saint Kitts and Nevis,Asylum-seekers,1
2015,South Africa,Samoa,Asylum-seekers,2
2015,South Africa,Sao Tome and Principe,Asylum-seekers,2
2015,South Africa,Senegal,Refugees (incl. refugee-like situations),4
2015,South Africa,Senegal,Asylum-seekers,650
2015,South Africa,Serbia and Kosovo (S/RES/1244 (1999)),Refugees (incl. refugee-like situations),2
2015,South Africa,Serbia and Kosovo (S/RES/1244 (1999)),Asylum-seekers,8
2015,South Africa,Seychelles,Refugees (incl. refugee-like situations),3
2015,South Africa,Sierra Leone,Refugees (incl. refugee-like situations),32
2015,South Africa,Sierra Leone,Asylum-seekers,11
2015,South Africa,Solomon Islands,Refugees (incl. refugee-like situations),10
2015,South Africa,Solomon Islands,Asylum-seekers,5
2015,South Africa,Somalia,Refugees (incl. refugee-like situations),41458
2015,South Africa,Somalia,Asylum-seekers,4207
2015,South Africa,Sri Lanka,Refugees (incl. refugee-like situations),15
2015,South Africa,Sri Lanka,Asylum-seekers,29
2015,South Africa,Sudan,Refugees (incl. refugee-like situations),192
2015,South Africa,Sudan,Asylum-seekers,68
2015,South Africa,Swaziland,Refugees (incl. refugee-like situations),10
2015,South Africa,Swaziland,Asylum-seekers,123
2015,South Africa,Sweden,Refugees (incl. refugee-like situations),1
2015,South Africa,Syrian Arab Rep.,Refugees (incl. refugee-like situations),31
2015,South Africa,Syrian Arab Rep.,Asylum-seekers,57
2015,South Africa,Thailand,Asylum-seekers,31
2015,South Africa,The former Yugoslav Republic of Macedonia,Asylum-seekers,2
2015,South Africa,Timor-Leste,Refugees (incl. refugee-like situations),1
2015,South Africa,Timor-Leste,Asylum-seekers,1
2015,South Africa,Togo,Refugees (incl. refugee-like situations),12
2015,South Africa,Togo,Asylum-seekers,40
2015,South Africa,Tunisia,Asylum-seekers,5
2015,South Africa,Turkey,Refugees (incl. refugee-like situations),6
2015,South Africa,Turkey,Asylum-seekers,3
2015,South Africa,Tuvalu,Asylum-seekers,1
2015,South Africa,Uganda,Refugees (incl. refugee-like situations),729
2015,South Africa,Uganda,Asylum-seekers,2517
2015,South Africa,Ukraine,Refugees (incl. refugee-like situations),8
2015,South Africa,Ukraine,Asylum-seekers,11
2015,South Africa,United Kingdom,Refugees (incl. refugee-like situations),1
2015,South Africa,United Rep. of Tanzania,Refugees (incl. refugee-like situations),50
2015,South Africa,United Rep. of Tanzania,Asylum-seekers,1023
2015,South Africa,Uzbekistan,Asylum-seekers,1
2015,South Africa,Various/Unknown,Refugees (incl. refugee-like situations),26
2015,South Africa,Various/Unknown,Asylum-seekers,940668
2015,South Africa,Viet Nam,Asylum-seekers,3
2015,South Africa,Wallis and Futuna Islands ,Asylum-seekers,1
2015,South Africa,Western Sahara,Asylum-seekers,1
2015,South Africa,Yemen,Refugees (incl. refugee-like situations),2
2015,South Africa,Yemen,Asylum-seekers,8
2015,South Africa,Zambia,Refugees (incl. refugee-like situations),90
2015,South Africa,Zambia,Asylum-seekers,318
2015,South Africa,Zimbabwe,Refugees (incl. refugee-like situations),6358
2015,South Africa,Zimbabwe,Asylum-seekers,55978
2016,South Africa,Afghanistan,Refugees (incl. refugee-like situations),6
2016,South Africa,Algeria,Refugees (incl. refugee-like situations),5
2016,South Africa,Algeria,Asylum-seekers,37
2016,South Africa,Andorra,Refugees (incl. refugee-like situations),1
2016,South Africa,Angola,Asylum-seekers,172
2016,South Africa,Anguilla,Refugees (incl. refugee-like situations),1
2016,South Africa,Bahamas,Refugees (incl. refugee-like situations),2
2016,South Africa,Bahamas,Asylum-seekers,2
2016,South Africa,Bangladesh,Refugees (incl. refugee-like situations),328
2016,South Africa,Bangladesh,Asylum-seekers,1623
2016,South Africa,Benin,Refugees (incl. refugee-like situations),2
2016,South Africa,Benin,Asylum-seekers,10
2016,South Africa,Bolivia (Plurinational State of),Asylum-seekers,1
2016,South Africa,Botswana,Asylum-seekers,25
2016,South Africa,Bulgaria,Refugees (incl. refugee-like situations),4
2016,South Africa,Burundi,Refugees (incl. refugee-like situations),2980
2016,South Africa,Burundi,Asylum-seekers,430
2016,South Africa,Burundi,Returned refugees,31
2016,South Africa,Cameroon,Refugees (incl. refugee-like situations),396
2016,South Africa,Cameroon,Asylum-seekers,502
2016,South Africa,Central African Rep.,Refugees (incl. refugee-like situations),5
2016,South Africa,Central African Rep.,Asylum-seekers,7
2016,South Africa,Chad,Refugees (incl. refugee-like situations),4
2016,South Africa,China,Refugees (incl. refugee-like situations),4
2016,South Africa,China,Asylum-seekers,1372
2016,South Africa,"China, Macao SAR",Refugees (incl. refugee-like situations),3
2016,South Africa,"China, Macao SAR",Asylum-seekers,1
2016,South Africa,Colombia,Refugees (incl. refugee-like situations),1
2016,South Africa,Colombia,Asylum-seekers,3
2016,South Africa,Comoros,Refugees (incl. refugee-like situations),3
2016,South Africa,Comoros,Asylum-seekers,19
2016,South Africa,Congo,Refugees (incl. refugee-like situations),5394
2016,South Africa,Congo,Asylum-seekers,525
2016,South Africa,Cote d'Ivoire,Refugees (incl. refugee-like situations),40
2016,South Africa,Cote d'Ivoire,Asylum-seekers,25
2016,South Africa,Cuba,Asylum-seekers,1
2016,South Africa,Dem. Rep. of the Congo,Refugees (incl. refugee-like situations),26156
2016,South Africa,Dem. Rep. of the Congo,Asylum-seekers,5967
2016,South Africa,Dem. Rep. of the Congo,Returned refugees,6
2016,South Africa,Djibouti,Refugees (incl. refugee-like situations),1
2016,South Africa,Egypt,Refugees (incl. refugee-like situations),4
2016,South Africa,Egypt,Asylum-seekers,486
2016,South Africa,El Salvador,Asylum-seekers,1
2016,South Africa,Eritrea,Refugees (incl. refugee-like situations),1978
2016,South Africa,Eritrea,Asylum-seekers,51
2016,South Africa,Estonia,Refugees (incl. refugee-like situations),7
2016,South Africa,Estonia,Asylum-seekers,5
2016,South Africa,Ethiopia,Refugees (incl. refugee-like situations),17776
2016,South Africa,Ethiopia,Asylum-seekers,3784
2016,South Africa,France,Refugees (incl. refugee-like situations),1
2016,South Africa,Gabon,Refugees (incl. refugee-like situations),1
2016,South Africa,Gabon,Asylum-seekers,6
2016,South Africa,Gambia,Asylum-seekers,3
2016,South Africa,Germany,Asylum-seekers,1
2016,South Africa,Ghana,Refugees (incl. refugee-like situations),6
2016,South Africa,Ghana,Asylum-seekers,1420
2016,South Africa,Guinea,Refugees (incl. refugee-like situations),1
2016,South Africa,Guinea,Asylum-seekers,5
2016,South Africa,Guinea-Bissau,Refugees (incl. refugee-like situations),1
2016,South Africa,Guinea-Bissau,Asylum-seekers,2
2016,South Africa,Hungary,Asylum-seekers,19
2016,South Africa,Iceland,Asylum-seekers,3
2016,South Africa,India,Refugees (incl. refugee-like situations),6
2016,South Africa,India,Asylum-seekers,1559
2016,South Africa,Iran (Islamic Rep. of),Refugees (incl. refugee-like situations),2
2016,South Africa,Iran (Islamic Rep. of),Asylum-seekers,1
2016,South Africa,Iraq,Refugees (incl. refugee-like situations),17
2016,South Africa,Iraq,Asylum-seekers,10
2016,South Africa,Ireland,Refugees (incl. refugee-like situations),1
2016,South Africa,Ireland,Asylum-seekers,2
2016,South Africa,Israel,Asylum-seekers,1
2016,South Africa,Italy,Refugees (incl. refugee-like situations),1
2016,South Africa,Jamaica,Asylum-seekers,1
2016,South Africa,Japan,Refugees (incl. refugee-like situations),1
2016,South Africa,Jordan,Refugees (incl. refugee-like situations),1
2016,South Africa,Jordan,Asylum-seekers,7
2016,South Africa,Kenya,Refugees (incl. refugee-like situations),153
2016,South Africa,Kenya,Asylum-seekers,94
2016,South Africa,Kenya,Returned refugees,2
2016,South Africa,Kyrgyzstan,Refugees (incl. refugee-like situations),4
2016,South Africa,Lebanon,Refugees (incl. refugee-like situations),2
2016,South Africa,Lebanon,Asylum-seekers,3
2016,South Africa,Lesotho,Refugees (incl. refugee-like situations),2
2016,South Africa,Lesotho,Asylum-seekers,688
2016,South Africa,Liberia,Refugees (incl. refugee-like situations),58
2016,South Africa,Liberia,Asylum-seekers,15
2016,South Africa,Libya,Refugees (incl. refugee-like situations),1
2016,South Africa,Libya,Asylum-seekers,9
2016,South Africa,Madagascar,Asylum-seekers,2
2016,South Africa,Malawi,Refugees (incl. refugee-like situations),13
2016,South Africa,Malawi,Asylum-seekers,3396
2016,South Africa,Mali,Refugees (incl. refugee-like situations),4
2016,South Africa,Mali,Asylum-seekers,72
2016,South Africa,Mauritania,Asylum-seekers,1
2016,South Africa,Morocco,Refugees (incl. refugee-like situations),4
2016,South Africa,Morocco,Asylum-seekers,6
2016,South Africa,Mozambique,Refugees (incl. refugee-like situations),2
2016,South Africa,Mozambique,Asylum-seekers,1456
2016,South Africa,Myanmar,Refugees (incl. refugee-like situations),2
2016,South Africa,Myanmar,Asylum-seekers,1
2016,South Africa,Namibia,Refugees (incl. refugee-like situations),3
2016,South Africa,Namibia,Asylum-seekers,1
2016,South Africa,Nepal,Asylum-seekers,35
2016,South Africa,Niger,Refugees (incl. refugee-like situations),4
2016,South Africa,Nigeria,Refugees (incl. refugee-like situations),6
2016,South Africa,Nigeria,Asylum-seekers,3446
2016,South Africa,Norfolk Island,Refugees (incl. refugee-like situations),1
2016,South Africa,Oman,Refugees (incl. refugee-like situations),2
2016,South Africa,Pakistan,Refugees (incl. refugee-like situations),17
2016,South Africa,Pakistan,Asylum-seekers,2644
2016,South Africa,Palau,Asylum-seekers,1
2016,South Africa,Palestinian,Refugees (incl. refugee-like situations),38
2016,South Africa,Palestinian,Asylum-seekers,13
2016,South Africa,Philippines,Asylum-seekers,6
2016,South Africa,Poland,Refugees (incl. refugee-like situations),1
2016,South Africa,Russian Federation,Refugees (incl. refugee-like situations),11
2016,South Africa,Russian Federation,Asylum-seekers,1
2016,South Africa,Rwanda,Refugees (incl. refugee-like situations),1381
2016,South Africa,Rwanda,Asylum-seekers,69
2016,South Africa,Saint Kitts and Nevis,Refugees (incl. refugee-like situations),2
2016,South Africa,Saint Kitts and Nevis,Asylum-seekers,1
2016,South Africa,Samoa,Asylum-seekers,2
2016,South Africa,Sao Tome and Principe,Asylum-seekers,2
2016,South Africa,Senegal,Refugees (incl. refugee-like situations),3
2016,South Africa,Senegal,Asylum-seekers,139
2016,South Africa,Serbia and Kosovo (S/RES/1244 (1999)),Refugees (incl. refugee-like situations),1
2016,South Africa,Serbia and Kosovo (S/RES/1244 (1999)),Asylum-seekers,5
2016,South Africa,Seychelles,Refugees (incl. refugee-like situations),2
2016,South Africa,Sierra Leone,Refugees (incl. refugee-like situations),20
2016,South Africa,Sierra Leone,Asylum-seekers,1
2016,South Africa,Solomon Islands,Refugees (incl. refugee-like situations),8
2016,South Africa,Solomon Islands,Asylum-seekers,6
2016,South Africa,Somalia,Refugees (incl. refugee-like situations),28695
2016,South Africa,Somalia,Asylum-seekers,2690
2016,South Africa,Sri Lanka,Refugees (incl. refugee-like situations),15
2016,South Africa,Sri Lanka,Asylum-seekers,18
2016,South Africa,Sudan,Refugees (incl. refugee-like situations),115
2016,South Africa,Sudan,Asylum-seekers,31
2016,South Africa,Swaziland,Refugees (incl. refugee-like situations),8
2016,South Africa,Swaziland,Asylum-seekers,100
2016,South Africa,Sweden,Refugees (incl. refugee-like situations),1
2016,South Africa,Syrian Arab Rep.,Refugees (incl. refugee-like situations),44
2016,South Africa,Syrian Arab Rep.,Asylum-seekers,49
2016,South Africa,Thailand,Asylum-seekers,21
2016,South Africa,Timor-Leste,Refugees (incl. refugee-like situations),1
2016,South Africa,Togo,Refugees (incl. refugee-like situations),12
2016,South Africa,Togo,Asylum-seekers,21
2016,South Africa,Tunisia,Asylum-seekers,3
2016,South Africa,Turkey,Refugees (incl. refugee-like situations),7
2016,South Africa,Turkey,Asylum-seekers,1
2016,South Africa,Tuvalu,Asylum-seekers,1
2016,South Africa,Uganda,Refugees (incl. refugee-like situations),552
2016,South Africa,Uganda,Asylum-seekers,842
2016,South Africa,Ukraine,Refugees (incl. refugee-like situations),6
2016,South Africa,Ukraine,Asylum-seekers,8
2016,South Africa,United Kingdom,Refugees (incl. refugee-like situations),1
2016,South Africa,United Rep. of Tanzania,Refugees (incl. refugee-like situations),36
2016,South Africa,United Rep. of Tanzania,Asylum-seekers,477
2016,South Africa,Uzbekistan,Asylum-seekers,1
2016,South Africa,Various/Unknown,Asylum-seekers,142380
2016,South Africa,Venezuela (Bolivarian Republic of),Asylum-seekers,1
2016,South Africa,Viet Nam,Asylum-seekers,2
2016,South Africa,Wallis and Futuna Islands ,Asylum-seekers,1
2016,South Africa,Yemen,Refugees (incl. refugee-like situations),2
2016,South Africa,Yemen,Asylum-seekers,8
2016,South Africa,Zambia,Refugees (incl. refugee-like situations),67
2016,South Africa,Zambia,Asylum-seekers,180
2016,South Africa,Zimbabwe,Refugees (incl. refugee-like situations),4596
2016,South Africa,Zimbabwe,Asylum-seekers,41260
2017,South Africa,Algeria,Asylum-seekers,12
2017,South Africa,Angola,Refugees (incl. refugee-like situations),25
2017,South Africa,Bangladesh,Refugees (incl. refugee-like situations),319
2017,South Africa,Bangladesh,Asylum-seekers,26366
2017,South Africa,Burundi,Refugees (incl. refugee-like situations),3000
2017,South Africa,Burundi,Asylum-seekers,5865
2017,South Africa,Cameroon,Refugees (incl. refugee-like situations),392
2017,South Africa,Cameroon,Asylum-seekers,1691
2017,South Africa,China,Asylum-seekers,171
2017,South Africa,Congo,Refugees (incl. refugee-like situations),5261
2017,South Africa,Congo,Asylum-seekers,8800
2017,South Africa,Cote d'Ivoire,Refugees (incl. refugee-like situations),41
2017,South Africa,Dem. Rep. of the Congo,Refugees (incl. refugee-like situations),26043
2017,South Africa,Dem. Rep. of the Congo,Asylum-seekers,32537
2017,South Africa,Eritrea,Refugees (incl. refugee-like situations),1924
2017,South Africa,Eritrea,Asylum-seekers,704
2017,South Africa,Ethiopia,Refugees (incl. refugee-like situations),17562
2017,South Africa,Ethiopia,Asylum-seekers,49487
2017,South Africa,Ghana,Asylum-seekers,2601
2017,South Africa,India,Asylum-seekers,4459
2017,South Africa,Kenya,Refugees (incl. refugee-like situations),155
2017,South Africa,Kenya,Asylum-seekers,1097
2017,South Africa,Liberia,Refugees (incl. refugee-like situations),60
2017,South Africa,Malawi,Asylum-seekers,2761
2017,South Africa,Mozambique,Asylum-seekers,987
2017,South Africa,Niger,Asylum-seekers,894
2017,South Africa,Nigeria,Asylum-seekers,8877
2017,South Africa,Pakistan,Asylum-seekers,9993
2017,South Africa,Palestinian,Refugees (incl. refugee-like situations),38
2017,South Africa,Rwanda,Refugees (incl. refugee-like situations),1295
2017,South Africa,Rwanda,Asylum-seekers,902
2017,South Africa,Senegal,Asylum-seekers,834
2017,South Africa,Somalia,Refugees (incl. refugee-like situations),26977
2017,South Africa,Somalia,Asylum-seekers,4014
2017,South Africa,Sudan,Refugees (incl. refugee-like situations),112
2017,South Africa,Syrian Arab Rep.,Refugees (incl. refugee-like situations),45
2017,South Africa,Uganda,Refugees (incl. refugee-like situations),549
2017,South Africa,Uganda,Asylum-seekers,4586
2017,South Africa,United Rep. of Tanzania,Refugees (incl. refugee-like situations),37
2017,South Africa,United Rep. of Tanzania,Asylum-seekers,664
2017,South Africa,Various/Unknown,Refugees (incl. refugee-like situations),237
2017,South Africa,Various/Unknown,Asylum-seekers,3741
2017,South Africa,Zambia,Refugees (incl. refugee-like situations),64
2017,South Africa,Zimbabwe,Refugees (incl. refugee-like situations),4558
2017,South Africa,Zimbabwe,Asylum-seekers,19290
